id_funcionario,idade,faixa_etaria,genero,estado_civil,departamento,cargo,nivel_cargo,nivel_cargo_cod,area_formacao,nivel_educacao,renda_mensal,faixa_renda,taxa_diaria,taxa_horaria,perc_aumento_salarial,nivel_stock_option,anos_empresa,anos_cargo_atual,anos_desde_ultima_promocao,anos_mesmo_gestor,anos_experiencia_total,qtd_empresas_anteriores,horas_extras,frequencia_viagem,distancia_casa_km,treinamentos_ultimo_ano,perc_carreira_empresa,media_anos_por_empresa_anterior,indice_estagnacao_cargo,custo_reposicao_est,score_risco,nivel_risco,flag_horas_extras,flag_sem_promocao_3a,flag_distancia_alta,flag_satisfacao_baixa,flag_renda_abaixo_mediana,attrition
325,33,26–35,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Graduação,2436,Q1 — Baixa,813,58,13,1,5,4,0,4,8,5,1,Viaja Raramente,14,2,0.625,0.6,0.8,14616,2,Médio,1,0,0,0,1,1
327,43,36–45,Feminino,Casado(a),Sales,Manager,Especialista,4,Marketing,Graduação,16064,Q4 — Alta,1034,80,22,1,17,13,1,9,22,5,1,Viaja Raramente,16,3,0.7727,1.0,0.7647,289152,2,Médio,1,0,1,0,0,0
328,33,26–35,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Técnico,2707,Q1 — Baixa,465,39,20,0,9,7,1,7,13,7,0,Viaja Raramente,2,3,0.6923,0.57,0.7778,16242,2,Médio,0,0,0,1,1,1
329,52,46–55,Masculino,Solteiro(a),Sales,Manager,Diretor,5,Life Sciences,Mestrado,19068,Q4 — Alta,771,79,18,0,33,7,15,12,33,1,1,Sem Viagem,2,2,1.0,0.0,0.2121,457632,2,Médio,1,1,0,0,0,0
330,32,26–35,Feminino,Casado(a),Sales,Sales Representative,Júnior,1,Life Sciences,Técnico,3931,Q2 — Média-Baixa,1401,56,11,1,4,3,1,2,6,2,0,Viaja Raramente,4,5,0.6667,1.0,0.75,23586,2,Médio,0,0,0,1,1,0
331,32,26–35,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,3730,Q2 — Média-Baixa,515,62,14,0,3,2,1,2,4,0,1,Viaja Raramente,1,2,0.75,,0.6667,22380,2,Médio,1,0,0,0,1,1
332,39,36–45,Feminino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Mestrado,2232,Q1 — Baixa,1431,96,14,3,3,2,1,2,7,7,0,Viaja Raramente,1,1,0.4286,0.57,0.6667,13392,1,Baixo,0,0,0,0,1,0
333,32,26–35,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,4465,Q2 — Média-Baixa,976,100,18,0,3,2,2,2,4,0,0,Sem Viagem,26,2,0.75,,0.6667,40185,2,Médio,0,0,1,0,1,0
334,41,36–45,Masculino,Divorciado(a),Research & Development,Research Scientist,Pleno,2,Life Sciences,Técnico,3072,Q2 — Média-Baixa,1411,36,16,2,1,0,0,0,17,2,0,Viaja Raramente,19,2,0.0588,8.0,0.0,27648,3,Médio,0,0,1,1,1,0
335,40,36–45,Masculino,Divorciado(a),Research & Development,Research Scientist,Pleno,2,Technical Degree,Técnico,3319,Q2 — Média-Baixa,1300,62,17,2,9,8,4,7,9,1,0,Viaja Raramente,24,3,1.0,0.0,0.8889,29871,3,Médio,0,1,1,0,1,0
336,45,36–45,Masculino,Casado(a),Research & Development,Manager,Diretor,5,Other,Graduação,19202,Q4 — Alta,252,70,11,1,24,0,1,7,25,0,0,Viaja Raramente,1,2,0.96,,0.0,460848,0,Baixo,0,0,0,0,0,0
337,31,26–35,Masculino,Divorciado(a),Research & Development,Research Director,Sênior,3,Medical,Mestrado,13675,Q4 — Alta,1327,73,12,1,2,2,2,2,9,9,0,Viaja Frequentemente,3,3,0.2222,0.78,1.0,164100,0,Baixo,0,0,0,0,0,0
338,33,26–35,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Mestrado,2911,Q1 — Baixa,832,63,13,1,2,2,0,2,2,1,0,Viaja Raramente,5,2,1.0,0.0,1.0,17466,1,Baixo,0,0,0,0,1,0
339,34,26–35,Masculino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Mestrado,5957,Q3 — Média-Alta,470,84,13,1,11,9,5,9,13,6,0,Viaja Raramente,2,3,0.8462,0.33,0.8182,53613,2,Médio,0,1,0,1,0,0
340,37,36–45,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Técnico,3920,Q2 — Média-Baixa,1017,83,14,1,3,1,0,2,17,2,0,Viaja Raramente,1,2,0.1765,7.0,0.3333,23520,2,Médio,0,0,0,1,1,0
341,45,36–45,Masculino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Mestrado,6434,Q3 — Média-Alta,1199,77,17,1,3,2,0,2,9,4,0,Viaja Frequentemente,7,1,0.3333,1.5,0.6667,57906,0,Baixo,0,0,0,0,0,0
342,37,36–45,Masculino,Divorciado(a),Research & Development,Manufacturing Director,Sênior,3,Medical,Graduação,10048,Q4 — Alta,504,61,11,2,1,0,0,0,17,6,0,Viaja Frequentemente,10,5,0.0588,2.67,0.0,120576,0,Baixo,0,0,0,0,0,1
343,39,36–45,Feminino,Solteiro(a),Research & Development,Healthcare Representative,Sênior,3,Technical Degree,Mestrado,10938,Q4 — Alta,505,64,25,0,19,6,11,8,20,0,0,Viaja Frequentemente,2,1,0.95,,0.3158,131256,1,Baixo,0,1,0,0,0,0
346,29,26–35,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2340,Q1 — Baixa,665,60,19,0,6,5,1,5,6,1,0,Viaja Raramente,15,1,1.0,0.0,0.8333,14040,1,Baixo,0,0,0,0,1,0
347,42,36–45,Feminino,Solteiro(a),Research & Development,Research Scientist,Pleno,2,Life Sciences,Técnico,6545,Q3 — Média-Alta,916,82,13,0,3,2,0,2,10,3,1,Viaja Raramente,17,1,0.3,2.33,0.6667,58905,3,Médio,1,0,1,1,0,0
349,29,26–35,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Marketing,Técnico,6931,Q3 — Média-Alta,1247,45,14,1,3,2,0,2,10,2,0,Viaja Raramente,20,2,0.3,3.5,0.6667,62379,1,Baixo,0,0,1,0,0,0
350,25,18–25,Feminino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Graduação,4898,Q2 — Média-Baixa,685,62,12,2,4,2,1,2,5,0,0,Viaja Raramente,1,3,0.8,,0.5,44082,1,Baixo,0,0,0,0,1,0
351,42,36–45,Feminino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Graduação,2593,Q1 — Baixa,269,56,11,1,9,6,7,8,10,0,1,Viaja Raramente,2,4,0.9,,0.6667,15558,4,Alto,1,1,0,1,1,0
352,40,36–45,Masculino,Divorciado(a),Research & Development,Research Director,Diretor,5,Medical,Técnico,19436,Q4 — Alta,1416,49,19,1,21,7,3,9,22,0,0,Viaja Raramente,2,5,0.9545,,0.3333,466464,1,Baixo,0,1,0,0,0,0
353,51,46–55,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2723,Q1 — Baixa,833,96,11,0,1,0,0,0,1,1,0,Viaja Raramente,1,0,1.0,0.0,0.0,16338,1,Baixo,0,0,0,0,1,0
355,31,26–35,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Técnico,3479,Q2 — Média-Baixa,307,71,11,0,5,4,1,4,6,0,0,Viaja Frequentemente,29,2,0.8333,,0.8,20874,3,Médio,0,0,1,1,1,1
359,32,26–35,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,2794,Q1 — Baixa,1311,100,20,0,5,1,0,3,5,1,0,Viaja Frequentemente,7,3,1.0,0.0,0.2,16764,2,Médio,0,0,0,1,1,0
361,38,36–45,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Técnico,5249,Q3 — Média-Alta,1327,39,18,1,8,7,7,5,13,3,0,Sem Viagem,2,0,0.6154,1.67,0.875,47241,1,Baixo,0,1,0,0,0,0
362,32,26–35,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Pleno,2,Technical Degree,Ensino Médio,2176,Q1 — Baixa,128,84,13,0,6,2,0,4,9,4,0,Viaja Raramente,2,5,0.6667,0.75,0.3333,19584,2,Médio,0,0,0,1,1,0
363,46,46–55,Feminino,Casado(a),Sales,Manager,Especialista,4,Technical Degree,Graduação,16872,Q4 — Alta,488,75,12,1,7,7,7,7,28,3,1,Viaja Raramente,2,2,0.25,7.0,1.0,303696,3,Médio,1,1,0,1,0,0
364,28,26–35,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Mestrado,3485,Q2 — Média-Baixa,529,79,11,0,0,0,0,0,5,2,0,Viaja Raramente,2,5,0.0,2.5,,20910,1,Baixo,0,0,0,0,1,1
366,29,26–35,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Medical,Graduação,6644,Q3 — Média-Alta,1210,78,19,2,0,0,0,0,10,2,0,Viaja Raramente,2,2,0.0,5.0,,59796,1,Baixo,0,0,0,1,0,0
367,31,26–35,Masculino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Graduação,5582,Q3 — Média-Alta,1463,64,21,1,9,0,7,8,10,0,0,Viaja Raramente,23,2,0.9,,0.0,50238,2,Médio,0,1,1,0,0,0
369,25,18–25,Masculino,Divorciado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Técnico,4000,Q2 — Média-Baixa,675,85,12,2,6,3,1,5,6,1,0,Sem Viagem,5,2,1.0,0.0,0.5,36000,2,Médio,0,0,0,1,1,0
372,45,36–45,Masculino,Casado(a),Research & Development,Healthcare Representative,Especialista,4,Medical,Técnico,13496,Q4 — Alta,1385,79,14,0,20,7,4,10,21,0,1,Viaja Raramente,20,2,0.9524,,0.35,242928,3,Médio,1,1,1,0,0,0
373,36,36–45,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,3210,Q2 — Média-Baixa,1403,47,11,1,15,13,10,11,16,0,0,Viaja Raramente,6,4,0.9375,,0.8667,19260,2,Médio,0,1,0,0,1,0
374,55,46–55,Masculino,Solteiro(a),Research & Development,Manager,Diretor,5,Medical,Graduação,19045,Q4 — Alta,452,81,14,0,36,10,4,13,37,0,1,Viaja Raramente,1,2,0.973,,0.2778,457080,3,Médio,1,1,0,1,0,0
376,47,46–55,Masculino,Casado(a),Research & Development,Manager,Sênior,3,Life Sciences,Mestrado,11849,Q4 — Alta,666,88,12,1,10,7,9,9,10,1,1,Sem Viagem,29,2,1.0,0.0,0.7,142188,4,Alto,1,1,1,1,0,1
377,28,26–35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,2070,Q1 — Baixa,1158,94,23,1,5,2,0,4,5,1,0,Viaja Raramente,9,3,1.0,0.0,0.4,12420,1,Baixo,0,0,0,0,1,0
378,37,36–45,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Medical,Mestrado,6502,Q3 — Média-Alta,228,98,14,1,5,4,0,1,7,4,0,Viaja Raramente,6,5,0.7143,0.5,0.8,58518,0,Baixo,0,0,0,0,0,0
379,21,18–25,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Medical,Técnico,3230,Q2 — Média-Baixa,996,100,17,0,3,2,1,0,3,1,0,Viaja Raramente,3,4,1.0,0.0,0.6667,19380,1,Baixo,0,0,0,0,1,0
380,37,36–45,Feminino,Divorciado(a),Research & Development,Research Director,Sênior,3,Medical,Mestrado,13603,Q4 — Alta,728,80,18,2,5,2,0,2,15,2,1,Sem Viagem,1,2,0.3333,5.0,0.4,163236,1,Baixo,1,0,0,0,0,0
381,35,26–35,Feminino,Divorciado(a),Research & Development,Manager,Sênior,3,Life Sciences,Graduação,11996,Q4 — Alta,1315,71,18,1,7,7,6,2,10,7,0,Viaja Raramente,22,6,0.7,0.43,1.0,143952,3,Médio,0,1,1,1,0,0
382,38,36–45,Feminino,Divorciado(a),Sales,Sales Executive,Pleno,2,Medical,Técnico,5605,Q3 — Média-Alta,322,44,24,1,8,0,7,7,8,1,1,Viaja Raramente,7,3,1.0,0.0,0.0,50445,3,Médio,1,1,0,1,0,0
384,26,26–35,Feminino,Divorciado(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Graduação,6397,Q3 — Média-Alta,1479,84,20,1,6,5,1,4,6,1,0,Viaja Frequentemente,1,6,1.0,0.0,0.8333,57573,1,Baixo,0,0,0,1,0,0
385,50,46–55,Masculino,Divorciado(a),Research & Development,Research Director,Diretor,5,Life Sciences,Ensino Médio,19144,Q4 — Alta,797,96,14,2,10,4,1,6,28,3,0,Viaja Raramente,4,4,0.3571,6.0,0.4,459456,1,Baixo,0,0,0,1,0,0
386,53,46–55,Masculino,Casado(a),Research & Development,Research Director,Especialista,4,Medical,Mestrado,17584,Q4 — Alta,1070,45,16,3,5,3,1,3,21,3,1,Viaja Raramente,3,5,0.2381,5.33,0.6,316512,1,Baixo,1,0,0,0,0,0
387,42,36–45,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Ensino Médio,4907,Q2 — Média-Baixa,635,99,25,0,20,16,11,6,20,1,0,Viaja Raramente,1,3,1.0,0.0,0.8,44163,2,Médio,0,1,0,0,1,0
388,29,26–35,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Técnico,4554,Q2 — Média-Baixa,442,44,18,0,10,7,0,9,10,1,0,Viaja Frequentemente,2,3,1.0,0.0,0.7,40986,1,Baixo,0,0,0,0,1,0
389,55,46–55,Masculino,Casado(a),Research & Development,Laboratory Technician,Pleno,2,Technical Degree,Técnico,5415,Q3 — Média-Alta,147,37,19,1,10,7,0,8,12,3,1,Viaja Raramente,20,4,0.8333,0.67,0.7,48735,2,Médio,1,0,1,0,0,0
390,26,26–35,Masculino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Técnico,4741,Q2 — Média-Baixa,496,60,13,1,5,3,3,3,5,1,1,Viaja Frequentemente,11,3,1.0,0.0,0.6,42669,4,Alto,1,1,0,1,1,0
391,37,36–45,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2115,Q1 — Baixa,1372,42,12,0,17,12,5,7,17,1,0,Viaja Raramente,1,3,1.0,0.0,0.7059,12690,2,Médio,0,1,0,0,1,0
392,44,36–45,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,3161,Q2 — Média-Baixa,920,43,22,1,1,0,0,0,19,3,1,Viaja Frequentemente,24,0,0.0526,6.0,0.0,18966,3,Médio,1,0,1,0,1,1
393,38,36–45,Masculino,Divorciado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Mestrado,5745,Q3 — Média-Alta,688,82,14,1,2,2,1,2,10,9,0,Viaja Raramente,23,2,0.2,0.89,1.0,51705,1,Baixo,0,0,1,0,0,0
394,26,26–35,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Mestrado,2373,Q1 — Baixa,1449,45,13,1,3,2,0,2,5,2,1,Viaja Raramente,16,2,0.6,1.0,0.6667,14238,4,Alto,1,0,1,1,1,1
395,28,26–35,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Técnico,3310,Q2 — Média-Baixa,1117,66,21,0,5,3,0,2,5,1,0,Viaja Raramente,8,3,1.0,0.0,0.6,19860,1,Baixo,0,0,0,0,1,0
396,49,46–55,Feminino,Solteiro(a),Research & Development,Research Director,Diretor,5,Life Sciences,Mestrado,18665,Q4 — Alta,636,35,11,0,3,2,1,2,22,9,1,Viaja Frequentemente,10,4,0.1364,2.11,0.6667,447960,2,Médio,1,0,0,1,0,0
397,36,36–45,Masculino,Solteiro(a),Research & Development,Research Scientist,Pleno,2,Technical Degree,Graduação,4485,Q2 — Média-Baixa,506,30,12,0,8,0,7,7,10,4,0,Viaja Raramente,3,2,0.8,0.5,0.0,40365,3,Médio,0,1,0,1,1,0
399,31,26–35,Feminino,Divorciado(a),Sales,Sales Representative,Júnior,1,Marketing,Graduação,2789,Q1 — Baixa,444,84,11,1,2,2,2,2,2,1,0,Viaja Frequentemente,5,5,1.0,0.0,1.0,16734,2,Médio,0,0,0,1,1,0
401,26,26–35,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,5828,Q3 — Média-Alta,950,48,12,0,8,7,7,4,8,1,1,Viaja Raramente,4,0,1.0,0.0,0.875,52452,2,Médio,1,1,0,0,0,1
403,37,36–45,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,2326,Q1 — Baixa,889,53,12,3,4,2,1,2,4,1,1,Viaja Frequentemente,9,3,1.0,0.0,0.5,13956,2,Médio,1,0,0,0,1,0
404,42,36–45,Feminino,Casado(a),Sales,Sales Executive,Especialista,4,Marketing,Graduação,13525,Q4 — Alta,555,77,14,1,20,4,4,8,23,5,0,Viaja Frequentemente,26,2,0.8696,0.6,0.2,243450,3,Médio,0,1,1,1,0,0
405,18,18–25,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,1420,Q1 — Baixa,230,54,13,0,0,0,0,0,0,1,0,Viaja Raramente,3,2,,0.0,,8520,1,Baixo,0,0,0,0,1,1
406,35,26–35,Masculino,Casado(a),Sales,Sales Executive,Sênior,3,Marketing,Graduação,8020,Q3 — Média-Alta,1232,96,15,2,11,9,6,9,12,0,0,Viaja Raramente,16,3,0.9167,,0.8182,96240,3,Médio,0,1,1,1,0,0
407,36,36–45,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Mestrado,3688,Q2 — Média-Baixa,566,81,18,2,1,0,0,0,4,4,0,Viaja Frequentemente,18,2,0.25,0.75,0.0,22128,2,Médio,0,0,1,0,1,0
408,51,46–55,Masculino,Divorciado(a),Research & Development,Manufacturing Director,Pleno,2,Medical,Graduação,5482,Q3 — Média-Alta,1302,84,18,1,4,1,1,2,13,5,0,Viaja Raramente,2,3,0.3077,1.8,0.25,49338,1,Baixo,0,0,0,1,0,0
410,41,36–45,Masculino,Solteiro(a),Sales,Manager,Especialista,4,Life Sciences,Mestrado,16015,Q4 — Alta,334,88,19,0,22,10,0,4,22,1,0,Viaja Raramente,2,2,1.0,0.0,0.4545,288270,1,Baixo,0,0,0,1,0,0
411,18,18–25,Feminino,Solteiro(a),Sales,Sales Representative,Júnior,1,Medical,Graduação,1200,Q1 — Baixa,812,69,12,0,0,0,0,0,0,1,0,Viaja Raramente,10,2,,0.0,,7200,1,Baixo,0,0,0,0,1,0
412,28,26–35,Masculino,Solteiro(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Técnico,5661,Q3 — Média-Alta,1476,68,19,0,8,3,0,7,9,0,0,Viaja Raramente,16,2,0.8889,,0.375,50949,2,Médio,0,0,1,1,0,0
416,31,26–35,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Technical Degree,Graduação,6929,Q3 — Média-Alta,218,100,11,1,8,7,7,7,10,4,0,Viaja Raramente,7,3,0.8,0.5,0.875,62361,1,Baixo,0,1,0,0,0,0
417,39,36–45,Masculino,Divorciado(a),Research & Development,Healthcare Representative,Sênior,3,Medical,Graduação,9613,Q4 — Alta,1132,48,17,3,18,10,3,7,19,0,0,Viaja Raramente,1,5,0.9474,,0.5556,115356,1,Baixo,0,1,0,0,0,0
419,36,36–45,Feminino,Casado(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Mestrado,5674,Q3 — Média-Alta,1105,47,15,1,9,8,0,8,11,7,0,Sem Viagem,24,3,0.8182,0.29,0.8889,51066,2,Médio,0,0,1,1,0,0
420,32,26–35,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Graduação,5484,Q3 — Média-Alta,906,91,14,1,13,8,4,8,13,1,0,Viaja Raramente,7,3,1.0,0.0,0.6154,49356,1,Baixo,0,1,0,0,0,0
421,38,36–45,Feminino,Casado(a),Research & Development,Research Director,Sênior,3,Life Sciences,Técnico,12061,Q4 — Alta,849,81,17,1,10,8,0,1,19,3,0,Viaja Raramente,25,2,0.5263,3.0,0.8,144732,2,Médio,0,0,1,1,0,0
422,58,55+,Masculino,Divorciado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Mestrado,5660,Q3 — Média-Alta,390,32,13,1,5,3,1,2,12,2,1,Sem Viagem,1,2,0.4167,3.5,0.6,50940,1,Baixo,1,0,0,0,0,0
423,31,26–35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Mestrado,4821,Q2 — Média-Baixa,691,86,12,1,5,2,0,3,6,0,1,Viaja Raramente,5,4,0.8333,,0.4,28926,2,Médio,1,0,0,0,1,0
424,31,26–35,Masculino,Casado(a),Human Resources,Human Resources,Pleno,2,Human Resources,Graduação,6410,Q3 — Média-Alta,106,62,12,0,2,2,1,0,9,3,0,Viaja Raramente,2,1,0.2222,2.33,1.0,57690,1,Baixo,0,0,0,1,0,0
425,45,36–45,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Sênior,3,Life Sciences,Graduação,5210,Q3 — Média-Alta,1249,97,18,1,24,9,9,11,24,1,0,Viaja Frequentemente,7,2,1.0,0.0,0.375,62520,2,Médio,0,1,0,1,0,0
426,31,26–35,Masculino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Mestrado,2695,Q1 — Baixa,192,32,18,1,2,2,2,2,3,0,1,Viaja Raramente,2,2,0.6667,,1.0,16170,2,Médio,1,0,0,0,1,0
428,33,26–35,Feminino,Casado(a),Research & Development,Manager,Sênior,3,Life Sciences,Mestrado,11878,Q4 — Alta,553,74,11,2,10,6,8,8,12,6,0,Viaja Frequentemente,5,2,0.8333,0.33,0.6,142536,2,Médio,0,1,0,1,0,0
429,39,36–45,Masculino,Casado(a),Research & Development,Manager,Especialista,4,Medical,Ensino Médio,17068,Q4 — Alta,117,99,14,0,21,9,11,10,21,1,1,Viaja Raramente,10,3,1.0,0.0,0.4286,307224,3,Médio,1,1,0,1,0,0
430,43,36–45,Feminino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Mestrado,2455,Q1 — Baixa,185,33,19,0,8,7,1,7,9,0,0,Viaja Frequentemente,10,5,0.8889,,0.875,14730,1,Baixo,0,0,0,0,1,0
431,49,46–55,Feminino,Solteiro(a),Research & Development,Healthcare Representative,Especialista,4,Technical Degree,Técnico,13964,Q4 — Alta,1091,90,12,0,7,1,0,7,25,7,1,Viaja Raramente,1,2,0.28,2.57,0.1429,251352,1,Baixo,1,0,0,0,0,0
433,52,46–55,Masculino,Casado(a),Research & Development,Research Scientist,Pleno,2,Medical,Mestrado,4941,Q3 — Média-Alta,723,85,15,0,8,2,7,7,11,2,0,Viaja Raramente,8,3,0.7273,1.5,0.25,44469,2,Médio,0,1,0,1,0,1
434,27,26–35,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2478,Q1 — Baixa,1220,85,12,0,4,3,1,2,4,1,1,Viaja Raramente,5,2,1.0,0.0,0.75,14868,3,Médio,1,0,0,1,1,0
436,32,26–35,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Technical Degree,Técnico,5228,Q3 — Média-Alta,588,65,11,0,13,12,11,9,13,1,1,Viaja Raramente,8,2,1.0,0.0,0.9231,47052,3,Médio,1,1,0,1,0,0
437,27,26–35,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Graduação,4478,Q2 — Média-Baixa,1377,74,11,0,5,4,0,4,5,1,1,Viaja Raramente,2,3,1.0,0.0,0.8,40302,2,Médio,1,0,0,0,1,0
438,31,26–35,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Marketing,Graduação,7547,Q3 — Média-Alta,691,73,12,3,7,7,1,7,13,4,0,Viaja Raramente,7,3,0.5385,1.5,1.0,67923,0,Baixo,0,0,0,0,0,0
439,32,26–35,Feminino,Solteiro(a),Research & Development,Research Scientist,Pleno,2,Medical,Mestrado,5055,Q3 — Média-Alta,1018,74,16,0,7,7,0,7,10,7,0,Viaja Raramente,2,0,0.7,0.43,1.0,45495,0,Baixo,0,0,0,0,0,0
440,28,26–35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Mestrado,3464,Q2 — Média-Baixa,1157,84,13,0,3,2,2,2,5,5,1,Viaja Raramente,2,4,0.6,0.4,0.6667,20784,2,Médio,1,0,0,0,1,1
441,30,26–35,Feminino,Casado(a),Research & Development,Research Scientist,Pleno,2,Medical,Técnico,5775,Q3 — Média-Alta,1275,64,13,2,10,8,1,9,11,1,0,Viaja Raramente,28,2,0.9091,1.0,0.8,51975,1,Baixo,0,0,1,0,0,0
442,31,26–35,Feminino,Casado(a),Research & Development,Manufacturing Director,Sênior,3,Life Sciences,Técnico,8943,Q4 — Alta,798,48,24,1,10,9,8,9,10,1,0,Viaja Frequentemente,7,2,1.0,0.0,0.9,107316,1,Baixo,0,1,0,0,0,0
444,39,36–45,Masculino,Casado(a),Research & Development,Manager,Diretor,5,Medical,Técnico,19272,Q4 — Alta,672,54,15,1,21,9,13,3,21,1,0,Viaja Frequentemente,7,2,1.0,0.0,0.4286,462528,1,Baixo,0,1,0,0,0,0
445,39,36–45,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Medical,Técnico,5238,Q3 — Média-Alta,1162,41,18,0,1,0,0,0,12,4,1,Viaja Raramente,3,3,0.0833,2.75,0.0,47142,1,Baixo,1,0,0,0,0,1
446,33,26–35,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Graduação,4682,Q2 — Média-Baixa,508,46,14,0,7,7,0,1,9,3,0,Viaja Frequentemente,10,6,0.7778,0.67,1.0,42138,1,Baixo,0,0,0,0,1,0
447,47,46–55,Masculino,Casado(a),Research & Development,Research Director,Diretor,5,Life Sciences,Doutorado,18300,Q4 — Alta,1482,42,11,1,3,2,1,1,21,4,0,Viaja Raramente,5,2,0.1429,4.5,0.6667,439200,0,Baixo,0,0,0,0,0,0
448,43,36–45,Feminino,Divorciado(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Mestrado,5257,Q3 — Média-Alta,559,82,11,1,9,7,0,0,9,1,0,Viaja Frequentemente,10,3,1.0,0.0,0.7778,47313,0,Baixo,0,0,0,0,0,0
449,27,26–35,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Marketing,Ensino Médio,6349,Q3 — Média-Alta,210,73,13,1,5,4,1,4,6,0,1,Sem Viagem,1,0,0.8333,,0.8,57141,2,Médio,1,0,0,1,0,0
450,54,46–55,Feminino,Solteiro(a),Research & Development,Research Scientist,Pleno,2,Life Sciences,Mestrado,4869,Q2 — Média-Baixa,928,31,12,0,4,3,0,3,20,3,0,Viaja Frequentemente,20,4,0.2,5.33,0.75,43821,2,Médio,0,0,1,0,1,0
451,43,36–45,Feminino,Casado(a),Research & Development,Healthcare Representative,Sênior,3,Life Sciences,Graduação,9985,Q4 — Alta,1001,43,16,1,1,0,0,0,10,8,0,Viaja Raramente,7,1,0.1,1.12,0.0,119820,1,Baixo,0,0,0,1,0,0
452,45,36–45,Masculino,Casado(a),Research & Development,Research Scientist,Pleno,2,Other,Mestrado,3697,Q2 — Média-Baixa,549,75,14,2,10,9,9,8,12,9,0,Viaja Raramente,8,3,0.8333,0.22,0.9,33273,2,Médio,0,1,0,0,1,0
