id_funcionario,idade,genero,estado_civil,departamento,cargo,nivel_cargo,nivel_cargo_cod,area_formacao,nivel_educacao,renda_mensal,taxa_diaria,taxa_horaria,perc_aumento_salarial,nivel_stock_option,anos_empresa,anos_cargo_atual,anos_desde_ultima_promocao,anos_mesmo_gestor,anos_experiencia_total,qtd_empresas_anteriores,horas_extras,frequencia_viagem,distancia_casa_km,treinamentos_ultimo_ano,perc_carreira_empresa,media_anos_por_empresa_anterior,indice_estagnacao_cargo,custo_reposicao_est,score_risco,flag_horas_extras,flag_sem_promocao_3a,flag_distancia_alta,flag_satisfacao_baixa,flag_renda_abaixo_mediana,attrition,taxa_diaria_brl,renda_mensal_brl,score_bemestar,prob_attrition,nivel_risco_ml,shap_top1_feat,shap_top2_feat,shap_top3_feat,shap_top1_val,shap_top2_val,shap_top3_val,acao_recomendada
586,35,Masculino,Casado(a),Research & Development,Healthcare Representative,Sênior,3,Life Sciences,Graduação,7632,1276,72,12,0,8,7,0,0,10,4,1,Viaja Raramente,16,2,0.8,0.5,0.875,91584,2,1,0,1,0,0,0,7337.0,43884.0,3.2,0.2678,Alto,nivel_stock_option,faixa_etaria,anos_mesmo_gestor,0.0624,0.032,0.0265,Revisar benefícios e stock options
587,31,Masculino,Casado(a),Research & Development,Healthcare Representative,Sênior,3,Life Sciences,Graduação,9824,534,66,12,0,1,0,0,0,12,3,0,Viaja Frequentemente,20,2,0.0833,3.67,0.0,117888,1,0,0,1,0,0,1,3070.5,56488.0,2.2,0.8439,Crítico,score_bemestar,nivel_stock_option,faixa_etaria,0.0642,0.0532,0.0499,Programa de bem-estar e saúde mental
590,34,Feminino,Divorciado(a),Human Resources,Human Resources,Sênior,3,Human Resources,Graduação,9950,988,43,15,3,3,2,0,2,11,9,1,Viaja Frequentemente,23,2,0.2727,0.89,0.6667,119400,3,1,0,1,1,0,1,5681.0,57212.5,2.4,0.7306,Crítico,score_bemestar,faixa_etaria,frequencia_viagem,0.0603,0.0595,0.0502,Programa de bem-estar e saúde mental
591,42,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Other,Técnico,2093,1474,97,17,1,2,2,2,0,8,4,0,Viaja Frequentemente,5,4,0.25,1.5,1.0,12558,1,0,0,0,0,1,0,8475.5,12034.75,3.0,0.1787,Alto,anos_mesmo_gestor,frequencia_viagem,renda_mensal_brl,0.0344,0.0276,0.0188,Conversa de retenção personalizada
592,36,Masculino,Solteiro(a),Sales,Sales Executive,Sênior,3,Medical,Mestrado,9980,635,32,14,0,10,3,9,7,10,1,0,Sem Viagem,10,3,1.0,0.0,0.3,119760,1,0,1,0,0,0,0,3651.25,57385.0,3.0,0.1685,Médio,nivel_stock_option,equilibrio_vida_trabalho_cod,anos_desde_ultima_promocao,0.0412,0.0363,0.0154,Revisar benefícios e stock options
593,22,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Technical Degree,Ensino Médio,3894,1368,99,16,0,2,2,1,2,4,5,0,Viaja Frequentemente,4,3,0.5,0.4,1.0,23364,1,0,0,0,0,1,1,7866.0,22390.5,2.8,0.7709,Crítico,faixa_etaria,nivel_stock_option,envolvimento_trabalho_cod,0.08,0.0669,0.0445,Conversa de retenção personalizada
595,48,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Marketing,Doutorado,4051,163,37,14,1,9,7,6,7,14,2,0,Viaja Raramente,2,2,0.6429,2.5,0.7778,36459,2,0,1,0,0,1,0,937.25,23293.25,2.6,0.1221,Médio,satisfacao_ambiente_cod,nivel_educacao,anos_desde_ultima_promocao,0.0141,0.013,0.0129,Avaliar condições e ambiente de trabalho
597,55,Feminino,Solteiro(a),Sales,Manager,Especialista,4,Life Sciences,Doutorado,16835,1117,83,23,0,10,9,7,7,37,3,0,Viaja Raramente,18,2,0.2703,9.0,0.9,303030,3,0,1,1,1,0,0,6422.75,96801.25,2.6,0.1513,Médio,nivel_stock_option,satisfacao_ambiente_cod,satisfacao_trabalho_cod,0.0538,0.0212,0.02,Revisar benefícios e stock options
599,41,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Técnico,6230,267,56,14,0,14,3,1,10,16,7,0,Sem Viagem,10,3,0.875,0.29,0.2143,56070,0,0,0,0,0,0,0,1535.25,35822.5,3.6,0.0664,Baixo,nivel_stock_option,media_anos_por_empresa_anterior,frequencia_viagem,0.0359,0.0168,0.0103,Revisar benefícios e stock options
600,35,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Marketing,Graduação,4717,619,85,11,0,11,9,6,9,15,9,0,Viaja Raramente,1,2,0.7333,0.44,0.8182,42453,2,0,1,0,0,1,0,3559.25,27122.75,2.8,0.2387,Alto,nivel_stock_option,media_anos_por_empresa_anterior,faixa_etaria,0.0643,0.0284,0.025,Revisar benefícios e stock options
601,40,Feminino,Solteiro(a),Research & Development,Manufacturing Director,Especialista,4,Life Sciences,Graduação,13237,302,75,15,0,20,6,5,13,22,7,0,Viaja Raramente,6,3,0.9091,0.29,0.3,238266,1,0,1,0,0,0,0,1736.5,76112.75,2.8,0.2894,Alto,nivel_stock_option,satisfacao_ambiente_cod,media_anos_por_empresa_anterior,0.0567,0.0284,0.0204,Revisar benefícios e stock options
602,39,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Ensino Médio,3755,443,48,11,1,8,3,0,7,8,1,0,Viaja Frequentemente,8,3,1.0,0.0,0.375,22530,1,0,0,0,0,1,0,2547.25,21591.25,2.6,0.2393,Alto,frequencia_viagem,nivel_cargo_cod,satisfacao_relacionamento_cod,0.0366,0.0239,0.0207,Conversa de retenção personalizada
604,31,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Ensino Médio,6582,828,77,13,0,6,5,0,5,10,4,1,Viaja Raramente,2,2,0.6,1.0,0.8333,59238,1,1,0,0,0,0,0,4761.0,37846.5,3.2,0.1861,Alto,nivel_stock_option,satisfacao_ambiente_cod,faixa_etaria,0.0484,0.0269,0.021,Revisar benefícios e stock options
605,42,Masculino,Casado(a),Research & Development,Manufacturing Director,Sênior,3,Medical,Graduação,7406,319,56,21,1,10,9,5,8,10,1,1,Viaja Raramente,24,5,1.0,0.0,0.9,88872,4,1,1,1,1,0,0,1834.25,42584.5,2.8,0.129,Médio,equilibrio_vida_trabalho_cod,distancia_casa_km,satisfacao_trabalho_cod,0.0286,0.0148,0.0143,Revisar jornada e flexibilidade
606,45,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Other,Graduação,4805,561,61,19,1,8,7,3,7,9,0,0,Viaja Raramente,2,3,0.8889,,0.875,43245,3,0,1,0,1,1,0,3225.75,27628.75,3.0,0.0412,Baixo,satisfacao_trabalho_cod,satisfacao_relacionamento_cod,anos_desde_ultima_promocao,0.0145,0.0079,0.005,Conversa 1:1 sobre satisfação no trabalho
608,26,Feminino,Divorciado(a),Human Resources,Human Resources,Júnior,1,Life Sciences,Mestrado,2741,426,58,11,1,7,7,1,0,8,0,1,Viaja Frequentemente,17,2,0.875,,1.0,16446,3,1,0,1,0,1,1,2449.5,15760.75,2.4,0.7078,Crítico,anos_mesmo_gestor,frequencia_viagem,faixa_etaria,0.0477,0.0469,0.0442,Conversa de retenção personalizada
611,29,Masculino,Divorciado(a),Research & Development,Manufacturing Director,Pleno,2,Technical Degree,Graduação,4262,232,34,12,2,3,2,1,2,8,4,0,Viaja Raramente,19,2,0.375,1.25,0.6667,38358,2,0,0,1,0,1,0,1334.0,24506.5,3.4,0.0675,Baixo,faixa_etaria,distancia_casa_km,satisfacao_relacionamento_cod,0.0222,0.0087,0.0078,Conversa de retenção personalizada
612,33,Feminino,Divorciado(a),Research & Development,Research Director,Especialista,4,Medical,Doutorado,16184,922,95,19,1,6,1,0,5,10,4,0,Viaja Raramente,1,2,0.6,1.0,0.1667,291312,0,0,0,0,0,0,0,5301.5,93058.0,2.8,0.3546,Crítico,faixa_etaria,satisfacao_ambiente_cod,media_anos_por_empresa_anterior,0.0433,0.0399,0.0242,Conversa de retenção personalizada
613,31,Masculino,Divorciado(a),Sales,Manager,Sênior,3,Life Sciences,Graduação,11557,688,44,21,1,5,4,0,1,10,9,0,Viaja Raramente,7,3,0.5,0.56,0.8,138684,0,0,0,0,0,0,0,3956.0,66452.75,2.8,0.2517,Alto,equilibrio_vida_trabalho_cod,envolvimento_trabalho_cod,media_anos_por_empresa_anterior,0.0361,0.031,0.0287,Revisar jornada e flexibilidade
614,18,Masculino,Solteiro(a),Sales,Sales Representative,Júnior,1,Marketing,Graduação,1878,1306,69,14,0,0,0,0,0,0,1,1,Viaja Frequentemente,5,3,,0.0,,11268,3,1,0,0,1,1,1,7509.5,10798.5,2.8,0.8086,Crítico,faixa_etaria,anos_experiencia_total,nivel_stock_option,0.0672,0.0449,0.0444,Conversa de retenção personalizada
615,40,Masculino,Divorciado(a),Sales,Sales Executive,Sênior,3,Other,Graduação,10932,1094,58,15,1,1,0,0,1,20,3,0,Sem Viagem,28,2,0.05,6.33,0.0,131184,2,0,0,1,1,0,0,6290.5,62859.0,2.2,0.185,Alto,score_bemestar,envolvimento_trabalho_cod,anos_mesmo_gestor,0.0316,0.0312,0.023,Programa de bem-estar e saúde mental
616,41,Feminino,Solteiro(a),Research & Development,Healthcare Representative,Pleno,2,Other,Mestrado,6811,509,62,17,0,8,7,0,7,10,2,1,Sem Viagem,2,3,0.8,1.0,0.875,61299,1,1,0,0,0,0,0,2926.75,39163.25,2.0,0.4102,Crítico,nivel_stock_option,score_bemestar,envolvimento_trabalho_cod,0.0726,0.0568,0.0421,Revisar benefícios e stock options
618,26,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Medical,Técnico,4306,775,45,12,2,0,0,0,0,8,5,0,Viaja Raramente,29,5,0.0,1.6,,38754,2,0,0,1,0,1,0,4456.25,24759.5,2.2,0.3972,Crítico,score_bemestar,faixa_etaria,anos_mesmo_gestor,0.0458,0.0392,0.0324,Programa de bem-estar e saúde mental
620,35,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Medical,Graduação,4859,195,80,16,0,5,4,0,3,5,1,0,Viaja Raramente,1,3,1.0,0.0,0.8,43731,1,0,0,0,0,1,0,1121.25,27939.25,2.8,0.1085,Baixo,nivel_stock_option,satisfacao_ambiente_cod,faixa_etaria,0.038,0.0299,0.0205,Revisar benefícios e stock options
621,34,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,5337,258,74,12,0,10,7,5,7,10,1,0,Viaja Raramente,21,3,1.0,0.0,0.7,48033,2,0,1,1,0,0,0,1483.5,30687.75,3.8,0.1078,Baixo,nivel_stock_option,taxa_diaria_brl,faixa_etaria,0.04,0.013,0.0121,Revisar benefícios e stock options
622,26,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Technical Degree,Graduação,2340,471,66,18,0,1,0,0,0,1,1,1,Viaja Raramente,24,3,1.0,0.0,0.0,14040,3,1,0,1,0,1,1,2708.25,13455.0,2.2,0.933,Crítico,nivel_stock_option,anos_experiencia_total,envolvimento_trabalho_cod,0.0596,0.0452,0.0432,Revisar benefícios e stock options
623,37,Feminino,Solteiro(a),Research & Development,Manufacturing Director,Sênior,3,Technical Degree,Graduação,7491,799,59,17,0,6,5,1,2,12,4,0,Viaja Raramente,1,3,0.5,1.5,0.8333,89892,0,0,0,0,0,0,0,4594.25,43073.25,3.4,0.0525,Baixo,nivel_stock_option,satisfacao_ambiente_cod,nivel_educacao,0.029,0.0209,0.0051,Revisar benefícios e stock options
624,46,Feminino,Casado(a),Research & Development,Healthcare Representative,Sênior,3,Medical,Ensino Médio,10527,1034,86,11,0,2,2,1,2,28,5,0,Viaja Frequentemente,18,3,0.0714,5.2,1.0,126324,1,0,0,1,0,0,0,5945.5,60530.25,2.6,0.3911,Crítico,nivel_stock_option,equilibrio_vida_trabalho_cod,satisfacao_ambiente_cod,0.0548,0.0442,0.0309,Revisar benefícios e stock options
625,41,Feminino,Casado(a),Sales,Manager,Especialista,4,Life Sciences,Doutorado,16595,1276,91,16,1,18,16,11,8,22,7,0,Viaja Raramente,2,2,0.8182,0.57,0.8889,298710,2,0,1,0,1,0,0,7337.0,95421.25,2.2,0.0952,Baixo,satisfacao_trabalho_cod,media_anos_por_empresa_anterior,score_bemestar,0.0206,0.0197,0.0195,Conversa 1:1 sobre satisfação no trabalho
626,37,Masculino,Divorciado(a),Sales,Sales Executive,Sênior,3,Medical,Mestrado,8834,142,69,13,1,9,5,7,7,9,1,0,Sem Viagem,9,6,1.0,0.0,0.5556,106008,2,0,1,0,1,0,0,816.5,50795.5,2.6,0.1402,Médio,satisfacao_ambiente_cod,taxa_diaria_brl,frequencia_viagem,0.0216,0.0124,0.0123,Avaliar condições e ambiente de trabalho
630,52,Masculino,Divorciado(a),Research & Development,Research Scientist,Pleno,2,Technical Degree,Técnico,5577,956,78,12,2,10,9,6,9,18,3,1,Viaja Raramente,6,3,0.5556,2.67,0.9,50193,3,1,1,0,1,0,0,5497.0,32067.75,2.6,0.0458,Baixo,satisfacao_trabalho_cod,anos_desde_ultima_promocao,flag_horas_extras,0.0166,0.0078,0.0076,Conversa 1:1 sobre satisfação no trabalho
631,32,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Other,Mestrado,4707,1474,60,12,0,4,2,1,2,6,8,0,Sem Viagem,11,2,0.6667,0.25,0.5,42363,1,0,0,0,0,1,1,8475.5,27065.25,3.6,0.5163,Crítico,nivel_stock_option,faixa_etaria,media_anos_por_empresa_anterior,0.0726,0.0433,0.0337,Revisar benefícios e stock options
632,24,Masculino,Casado(a),Sales,Sales Representative,Júnior,1,Medical,Graduação,2400,535,38,13,2,2,2,2,1,3,0,0,Viaja Frequentemente,24,3,0.6667,,1.0,14400,2,0,0,1,0,1,0,3076.25,13800.0,3.4,0.1623,Médio,faixa_etaria,anos_mesmo_gestor,renda_mensal_brl,0.0395,0.025,0.0222,Conversa de retenção personalizada
634,38,Feminino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Graduação,9824,1495,76,19,1,1,0,0,0,18,3,0,Viaja Raramente,10,4,0.0556,5.67,0.0,88416,0,0,0,0,0,0,0,8596.25,56488.0,3.0,0.1323,Médio,anos_mesmo_gestor,anos_empresa,anos_cargo_atual,0.0244,0.0219,0.0107,Conversa de retenção personalizada
635,37,Feminino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Mestrado,6447,446,65,12,1,6,5,4,3,8,6,0,Viaja Raramente,1,2,0.75,0.33,0.8333,58023,2,0,1,0,1,0,0,2564.5,37070.25,2.2,0.171,Médio,equilibrio_vida_trabalho_cod,score_bemestar,media_anos_por_empresa_anterior,0.0316,0.0201,0.0197,Revisar jornada e flexibilidade
638,49,Masculino,Divorciado(a),Research & Development,Research Director,Diretor,5,Life Sciences,Mestrado,19502,1245,58,17,1,31,9,0,9,31,1,1,Viaja Raramente,18,5,1.0,0.0,0.2903,468048,2,1,0,1,0,0,0,7158.75,112136.5,3.0,0.0804,Baixo,envolvimento_trabalho_cod,indice_estagnacao_cargo,flag_horas_extras,0.0216,0.0116,0.0083,Aumentar desafios / responsabilidades
639,24,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,2725,691,89,11,2,6,5,1,4,6,1,1,Viaja Raramente,23,3,1.0,0.0,0.8333,16350,3,1,0,1,0,1,0,3973.25,15668.75,3.0,0.3245,Crítico,faixa_etaria,idade,horas_extras,0.0603,0.0269,0.0266,Conversa de retenção personalizada
641,26,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Marketing,Técnico,6272,703,66,20,2,5,3,1,4,6,1,0,Viaja Raramente,28,5,0.8333,1.0,0.6,56448,2,0,0,1,1,0,0,4042.25,36064.0,2.8,0.1833,Alto,satisfacao_ambiente_cod,media_anos_por_empresa_anterior,faixa_etaria,0.0323,0.0272,0.019,Avaliar condições e ambiente de trabalho
643,24,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Other,Técnico,2127,823,94,21,1,1,0,0,0,1,1,0,Viaja Raramente,17,2,1.0,0.0,0.0,12762,3,0,0,1,1,1,0,4732.25,12230.25,3.0,0.4899,Crítico,faixa_etaria,anos_mesmo_gestor,anos_experiencia_total,0.0539,0.0519,0.0432,Conversa de retenção personalizada
644,50,Masculino,Casado(a),Human Resources,Manager,Diretor,5,Medical,Graduação,18200,1246,99,11,1,32,5,10,7,32,1,0,Viaja Frequentemente,3,2,1.0,0.0,0.1562,436800,2,0,1,0,1,0,0,7164.5,104650.0,2.4,0.1506,Médio,satisfacao_ambiente_cod,frequencia_viagem,score_bemestar,0.0247,0.02,0.0188,Avaliar condições e ambiente de trabalho
645,25,Masculino,Casado(a),Sales,Sales Representative,Júnior,1,Medical,Ensino Médio,2096,622,40,11,0,7,4,0,6,7,1,0,Viaja Raramente,13,1,1.0,0.0,0.5714,12576,1,0,0,0,0,1,0,3576.5,12052.0,2.8,0.3091,Alto,nivel_stock_option,faixa_etaria,nivel_cargo_cod,0.057,0.0502,0.0244,Revisar benefícios e stock options
647,24,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,2886,1287,55,16,1,6,3,1,2,6,1,1,Viaja Frequentemente,7,4,1.0,0.0,0.5,17316,2,1,0,0,0,1,1,7400.25,16594.5,2.8,0.5448,Crítico,faixa_etaria,frequencia_viagem,satisfacao_ambiente_cod,0.0624,0.0515,0.0345,Conversa de retenção personalizada
648,30,Masculino,Casado(a),Sales,Sales Representative,Júnior,1,Life Sciences,Mestrado,2033,448,74,18,1,1,0,0,0,1,1,0,Viaja Frequentemente,12,2,1.0,0.0,0.0,12198,2,0,0,0,1,1,1,2576.0,11689.75,2.4,0.8031,Crítico,anos_mesmo_gestor,faixa_etaria,anos_empresa,0.0553,0.0466,0.0432,Conversa de retenção personalizada
649,34,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Técnico,3622,254,83,13,1,6,5,1,3,6,1,1,Viaja Raramente,1,3,1.0,0.0,0.8333,21732,2,1,0,0,0,1,0,1460.5,20826.5,3.0,0.1422,Médio,envolvimento_trabalho_cod,satisfacao_ambiente_cod,flag_horas_extras,0.0328,0.0193,0.0188,Aumentar desafios / responsabilidades
650,31,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Medical,Mestrado,4233,1365,46,17,0,3,1,1,2,9,2,0,Viaja Raramente,13,2,0.3333,3.0,0.3333,38097,2,0,0,0,1,1,1,7848.75,24339.75,2.0,0.8697,Crítico,nivel_stock_option,score_bemestar,equilibrio_vida_trabalho_cod,0.1059,0.0579,0.0558,Revisar benefícios e stock options
652,35,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Pleno,2,Other,Técnico,3681,538,54,14,0,3,2,0,2,9,4,0,Viaja Raramente,25,3,0.3333,1.5,0.6667,33129,2,0,0,1,0,1,0,3093.5,21165.75,2.8,0.2492,Alto,nivel_stock_option,satisfacao_ambiente_cod,envolvimento_trabalho_cod,0.038,0.035,0.0348,Revisar benefícios e stock options
653,31,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Medical,Mestrado,5460,525,66,22,2,7,7,5,7,13,4,0,Viaja Raramente,6,4,0.5385,1.5,1.0,49140,1,0,1,0,0,0,0,3018.75,31395.0,3.4,0.0773,Baixo,satisfacao_ambiente_cod,faixa_etaria,media_anos_por_empresa_anterior,0.0284,0.017,0.0084,Avaliar condições e ambiente de trabalho
655,27,Feminino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Medical,Mestrado,2187,798,66,12,2,5,3,0,3,6,0,0,Viaja Raramente,6,5,0.8333,,0.6,13122,1,0,0,0,0,1,0,4588.5,12575.25,2.2,0.3332,Crítico,envolvimento_trabalho_cod,score_bemestar,faixa_etaria,0.0367,0.0343,0.0289,Aumentar desafios / responsabilidades
656,37,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Marketing,Graduação,9602,558,75,11,1,3,0,1,0,17,4,1,Viaja Raramente,2,3,0.1765,3.5,0.0,86418,1,1,0,0,0,0,0,3208.5,55211.5,3.0,0.153,Médio,equilibrio_vida_trabalho_cod,anos_mesmo_gestor,perc_aumento_salarial,0.0393,0.022,0.012,Revisar jornada e flexibilidade
657,20,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2836,959,83,13,0,1,0,0,0,1,1,0,Viaja Raramente,1,0,1.0,0.0,0.0,17016,2,0,0,0,1,1,0,5514.25,16307.0,3.2,0.4559,Crítico,faixa_etaria,nivel_stock_option,anos_experiencia_total,0.0588,0.053,0.0398,Conversa de retenção personalizada
659,42,Feminino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Mestrado,4089,622,81,13,2,10,2,2,2,10,1,0,Viaja Raramente,2,4,1.0,0.0,0.2,36801,1,0,0,0,0,1,0,3576.5,23511.75,3.0,0.0566,Baixo,indice_estagnacao_cargo,satisfacao_relacionamento_cod,flag_satisfacao_baixa,0.0121,0.0087,0.0044,Conversa de retenção personalizada
661,43,Masculino,Divorciado(a),Research & Development,Research Director,Especialista,4,Other,Mestrado,16627,782,50,14,1,1,0,0,0,21,4,1,Viaja Raramente,6,3,0.0476,5.0,0.0,299286,1,1,0,0,0,0,0,4496.5,95605.25,2.6,0.0969,Baixo,equilibrio_vida_trabalho_cod,envolvimento_trabalho_cod,anos_mesmo_gestor,0.0274,0.0241,0.0201,Revisar jornada e flexibilidade
662,38,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Ensino Médio,2619,362,43,17,0,0,0,0,0,8,3,0,Viaja Raramente,1,3,0.0,2.67,,15714,2,0,0,0,1,1,0,2081.5,15059.25,2.6,0.3277,Crítico,nivel_stock_option,equilibrio_vida_trabalho_cod,satisfacao_trabalho_cod,0.0616,0.0477,0.0323,Revisar benefícios e stock options
663,43,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Pleno,2,Medical,Doutorado,5679,1001,72,13,1,8,7,4,7,10,3,1,Viaja Frequentemente,9,3,0.8,0.67,0.875,51111,2,1,1,0,0,0,0,5755.75,32654.25,3.0,0.0596,Baixo,frequencia_viagem,media_anos_por_empresa_anterior,nivel_educacao,0.0216,0.0166,0.0091,Conversa de retenção personalizada
664,48,Feminino,Casado(a),Research & Development,Manager,Especialista,4,Life Sciences,Mestrado,15402,1236,40,11,1,3,2,0,2,21,7,0,Viaja Raramente,1,3,0.1429,2.57,0.6667,277236,1,0,0,0,1,0,0,7107.0,88561.5,1.8,0.1179,Médio,envolvimento_trabalho_cod,equilibrio_vida_trabalho_cod,score_bemestar,0.0337,0.0294,0.0266,Aumentar desafios / responsabilidades
665,44,Feminino,Solteiro(a),Human Resources,Human Resources,Pleno,2,Life Sciences,Mestrado,5985,1112,50,11,0,2,2,0,2,10,4,0,Viaja Raramente,1,1,0.2,2.0,1.0,53865,0,0,0,0,0,0,0,6394.0,34413.75,2.4,0.3512,Crítico,nivel_stock_option,envolvimento_trabalho_cod,satisfacao_ambiente_cod,0.0588,0.0531,0.0423,Revisar benefícios e stock options
666,34,Feminino,Divorciado(a),Sales,Sales Representative,Júnior,1,Technical Degree,Graduação,2579,204,31,18,2,8,2,0,6,8,1,1,Viaja Raramente,14,3,1.0,0.0,0.25,15474,2,1,0,0,0,1,0,1173.0,14829.25,3.2,0.1701,Médio,faixa_etaria,nivel_cargo_cod,flag_horas_extras,0.0224,0.0213,0.018,Conversa de retenção personalizada
667,27,Masculino,Divorciado(a),Sales,Sales Representative,Júnior,1,Marketing,Ensino Médio,3041,1420,85,11,1,4,3,0,2,5,0,0,Viaja Raramente,2,3,0.8,,0.75,18246,2,0,0,0,1,1,1,8165.0,17485.75,2.4,0.4919,Crítico,score_bemestar,faixa_etaria,satisfacao_trabalho_cod,0.0465,0.0368,0.0337,Programa de bem-estar e saúde mental
669,21,Masculino,Solteiro(a),Sales,Sales Representative,Júnior,1,Technical Degree,Ensino Médio,3447,1343,49,11,0,3,2,1,2,3,1,0,Viaja Raramente,22,2,1.0,0.0,0.6667,20682,2,0,0,1,0,1,0,7722.25,19820.25,3.0,0.4271,Crítico,nivel_stock_option,faixa_etaria,nivel_cargo_cod,0.0684,0.0596,0.0311,Revisar benefícios e stock options
671,44,Masculino,Casado(a),Research & Development,Manager,Diretor,5,Other,Mestrado,19513,1315,35,12,1,2,2,0,1,26,4,1,Viaja Raramente,3,2,0.0769,6.0,1.0,468312,1,1,0,0,0,0,0,7561.25,112199.75,3.2,0.0409,Baixo,anos_mesmo_gestor,satisfacao_relacionamento_cod,horas_extras,0.0164,0.0096,0.0076,Conversa de retenção personalizada
675,22,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Ensino Médio,2773,604,69,20,0,2,2,2,2,3,0,0,Viaja Raramente,6,3,0.6667,,1.0,16638,1,0,0,0,0,1,0,3473.0,15944.75,2.8,0.2446,Alto,nivel_stock_option,faixa_etaria,satisfacao_ambiente_cod,0.0489,0.0417,0.0227,Revisar benefícios e stock options
677,33,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,7104,1216,39,12,0,5,0,1,2,6,0,0,Viaja Raramente,8,3,0.8333,,0.0,63936,0,0,0,0,0,0,0,6992.0,40848.0,3.2,0.1154,Médio,nivel_stock_option,faixa_etaria,anos_cargo_atual,0.058,0.018,0.0145,Revisar benefícios e stock options
679,32,Feminino,Casado(a),Research & Development,Research Scientist,Pleno,2,Life Sciences,Mestrado,6322,646,92,12,1,6,4,0,5,6,1,1,Viaja Raramente,9,2,1.0,0.0,0.6667,56898,1,1,0,0,0,0,0,3714.5,36351.5,2.8,0.1334,Médio,satisfacao_ambiente_cod,equilibrio_vida_trabalho_cod,flag_horas_extras,0.0295,0.0257,0.0145,Avaliar condições e ambiente de trabalho
680,30,Feminino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,2083,160,71,20,1,1,0,0,0,1,1,0,Viaja Frequentemente,3,2,1.0,0.0,0.0,12498,1,0,0,0,0,1,0,920.0,11977.25,3.0,0.3838,Crítico,anos_mesmo_gestor,anos_empresa,anos_experiencia_total,0.0366,0.0359,0.032,Conversa de retenção personalizada
682,53,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Medical,Ensino Médio,8381,238,34,20,0,14,7,8,10,18,7,0,Viaja Raramente,1,2,0.7778,0.57,0.5,75429,2,0,1,0,1,0,0,1368.5,48190.75,3.2,0.1586,Médio,nivel_stock_option,satisfacao_trabalho_cod,media_anos_por_empresa_anterior,0.0443,0.0242,0.0176,Revisar benefícios e stock options
683,34,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Doutorado,2691,1397,42,12,1,10,9,8,8,10,1,0,Viaja Raramente,1,4,1.0,0.0,0.9,16146,2,0,1,0,0,1,0,8032.75,15473.25,3.0,0.0845,Baixo,equilibrio_vida_trabalho_cod,faixa_etaria,nivel_cargo_cod,0.0215,0.0124,0.0116,Revisar jornada e flexibilidade
684,45,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,4286,306,100,14,2,1,1,0,0,5,2,0,Viaja Frequentemente,26,4,0.2,2.0,1.0,38574,3,0,0,1,1,1,1,1759.5,24644.5,2.4,0.4049,Crítico,score_bemestar,frequencia_viagem,anos_mesmo_gestor,0.0411,0.0354,0.0343,Programa de bem-estar e saúde mental
